dept_id,state_id,cat_id,d,date,event_name_1,event_type_1,value_sales,sell_price
FOODS_1,CA,FOODS,d_1168,2014-04-10,"","",346,3.23932367149758
FOODS_1,CA,FOODS,d_1169,2014-04-11,"","",301,3.23932367149758
FOODS_1,CA,FOODS,d_117,2011-05-25,"","",134,3.01280991735537
FOODS_1,CA,FOODS,d_1170,2014-04-12,"","",496,3.23932367149758
FOODS_1,CA,FOODS,d_1171,2014-04-13,"","",363,3.23932367149758
FOODS_1,CA,FOODS,d_1172,2014-04-14,"","",269,3.23932367149758
FOODS_1,CA,FOODS,d_1173,2014-04-15,"","",416,3.23932367149758
FOODS_1,CA,FOODS,d_1174,2014-04-16,"","",457,3.23932367149758
FOODS_1,CA,FOODS,d_1175,2014-04-17,"","",435,3.23932367149758
FOODS_1,CA,FOODS,d_1176,2014-04-18,"","",554,3.23932367149758
FOODS_1,CA,FOODS,d_1177,2014-04-19,"","",676,3.23932367149758
FOODS_1,CA,FOODS,d_1178,2014-04-20,Easter,Cultural,360,3.23932367149758
FOODS_1,CA,FOODS,d_1179,2014-04-21,"","",193,3.23932367149758
FOODS_1,CA,FOODS,d_118,2011-05-26,"","",121,3.01280991735537
FOODS_1,CA,FOODS,d_1180,2014-04-22,Pesach End,Religious,209,3.23932367149758
FOODS_1,CA,FOODS,d_1181,2014-04-23,"","",268,3.23932367149758
FOODS_1,CA,FOODS,d_1182,2014-04-24,"","",255,3.23932367149758
FOODS_1,CA,FOODS,d_1183,2014-04-25,"","",296,3.23932367149758
FOODS_1,CA,FOODS,d_1184,2014-04-26,"","",388,3.23932367149758
FOODS_1,CA,FOODS,d_1185,2014-04-27,"","",314,3.23932367149758
FOODS_1,CA,FOODS,d_1186,2014-04-28,"","",250,3.23932367149758
FOODS_1,CA,FOODS,d_1187,2014-04-29,"","",249,3.23932367149758
FOODS_1,CA,FOODS,d_1188,2014-04-30,"","",240,3.23932367149758
FOODS_1,CA,FOODS,d_1189,2014-05-01,"","",278,3.23932367149758
FOODS_1,CA,FOODS,d_119,2011-05-27,"","",178,3.01280991735537
FOODS_1,CA,FOODS,d_1190,2014-05-02,"","",296,3.23932367149758
FOODS_1,CA,FOODS,d_1191,2014-05-03,"","",368,3.23980676328502
FOODS_1,CA,FOODS,d_1192,2014-05-04,"","",387,3.23980676328502
FOODS_1,CA,FOODS,d_1193,2014-05-05,Cinco De Mayo,Cultural,206,3.23980676328502
FOODS_1,CA,FOODS,d_1194,2014-05-06,"","",248,3.23980676328502
FOODS_1,CA,FOODS,d_1195,2014-05-07,"","",273,3.23980676328502
FOODS_1,CA,FOODS,d_1196,2014-05-08,"","",249,3.23980676328502
FOODS_1,CA,FOODS,d_1197,2014-05-09,"","",332,3.23980676328502
FOODS_1,CA,FOODS,d_1198,2014-05-10,"","",370,3.2392270531401
FOODS_1,CA,FOODS,d_1199,2014-05-11,Mother's day,Cultural,253,3.2392270531401
FOODS_1,CA,FOODS,d_12,2011-02-09,"","",156,3.01663551401869
FOODS_1,CA,FOODS,d_120,2011-05-28,"","",234,3.06459016393443
FOODS_1,CA,FOODS,d_1200,2014-05-12,"","",202,3.2392270531401
FOODS_1,CA,FOODS,d_1201,2014-05-13,"","",272,3.2392270531401
FOODS_1,CA,FOODS,d_1202,2014-05-14,"","",228,3.2392270531401
FOODS_1,CA,FOODS,d_1203,2014-05-15,"","",245,3.2392270531401
FOODS_1,CA,FOODS,d_1204,2014-05-16,"","",303,3.2392270531401
FOODS_1,CA,FOODS,d_1205,2014-05-17,"","",337,3.23216346153846
FOODS_1,CA,FOODS,d_1206,2014-05-18,"","",347,3.23216346153846
FOODS_1,CA,FOODS,d_1207,2014-05-19,"","",308,3.23216346153846
FOODS_1,CA,FOODS,d_1208,2014-05-20,"","",252,3.23216346153846
FOODS_1,CA,FOODS,d_1209,2014-05-21,"","",294,3.23216346153846
FOODS_1,CA,FOODS,d_121,2011-05-29,"","",217,3.06459016393443
FOODS_1,CA,FOODS,d_1210,2014-05-22,"","",281,3.23216346153846
FOODS_1,CA,FOODS,d_1211,2014-05-23,"","",321,3.23216346153846
FOODS_1,CA,FOODS,d_1212,2014-05-24,"","",343,3.20057416267943
FOODS_1,CA,FOODS,d_1213,2014-05-25,"","",379,3.20057416267943
FOODS_1,CA,FOODS,d_1214,2014-05-26,MemorialDay,National,250,3.20057416267943
FOODS_1,CA,FOODS,d_1215,2014-05-27,"","",207,3.20057416267943
FOODS_1,CA,FOODS,d_1216,2014-05-28,"","",197,3.20057416267943
FOODS_1,CA,FOODS,d_1217,2014-05-29,"","",280,3.20057416267943
FOODS_1,CA,FOODS,d_1218,2014-05-30,"","",326,3.20057416267943
FOODS_1,CA,FOODS,d_1219,2014-05-31,"","",461,3.21047393364929
FOODS_1,CA,FOODS,d_122,2011-05-30,MemorialDay,National,159,3.06459016393443
FOODS_1,CA,FOODS,d_1220,2014-06-01,"","",498,3.21047393364929
FOODS_1,CA,FOODS,d_1221,2014-06-02,"","",298,3.21047393364929
FOODS_1,CA,FOODS,d_1222,2014-06-03,"","",281,3.21047393364929
FOODS_1,CA,FOODS,d_1223,2014-06-04,"","",342,3.21047393364929
FOODS_1,CA,FOODS,d_1224,2014-06-05,NBAFinalsStart,Sporting,278,3.21047393364929
FOODS_1,CA,FOODS,d_1225,2014-06-06,"","",356,3.21047393364929
FOODS_1,CA,FOODS,d_1226,2014-06-07,"","",456,3.22033018867925
FOODS_1,CA,FOODS,d_1227,2014-06-08,"","",405,3.22033018867925
FOODS_1,CA,FOODS,d_1228,2014-06-09,"","",391,3.22033018867925
FOODS_1,CA,FOODS,d_1229,2014-06-10,"","",304,3.22033018867925
FOODS_1,CA,FOODS,d_123,2011-05-31,NBAFinalsStart,Sporting,147,3.06459016393443
FOODS_1,CA,FOODS,d_1230,2014-06-11,"","",340,3.22033018867925
FOODS_1,CA,FOODS,d_1231,2014-06-12,"","",413,3.22033018867925
FOODS_1,CA,FOODS,d_1232,2014-06-13,"","",427,3.22033018867925
FOODS_1,CA,FOODS,d_1233,2014-06-14,"","",452,3.22377358490566
FOODS_1,CA,FOODS,d_1234,2014-06-15,NBAFinalsEnd,Sporting,364,3.22377358490566
FOODS_1,CA,FOODS,d_1235,2014-06-16,"","",304,3.22377358490566
FOODS_1,CA,FOODS,d_1236,2014-06-17,"","",224,3.22377358490566
FOODS_1,CA,FOODS,d_1237,2014-06-18,"","",322,3.22377358490566
FOODS_1,CA,FOODS,d_1238,2014-06-19,"","",244,3.22377358490566
FOODS_1,CA,FOODS,d_1239,2014-06-20,"","",382,3.22377358490566
FOODS_1,CA,FOODS,d_124,2011-06-01,"","",160,3.06459016393443
FOODS_1,CA,FOODS,d_1240,2014-06-21,"","",328,3.22377358490566
FOODS_1,CA,FOODS,d_1241,2014-06-22,"","",315,3.22377358490566
FOODS_1,CA,FOODS,d_1242,2014-06-23,"","",405,3.22377358490566
FOODS_1,CA,FOODS,d_1243,2014-06-24,"","",316,3.22377358490566
FOODS_1,CA,FOODS,d_1244,2014-06-25,"","",261,3.22377358490566
FOODS_1,CA,FOODS,d_1245,2014-06-26,"","",267,3.22377358490566
FOODS_1,CA,FOODS,d_1246,2014-06-27,"","",307,3.22377358490566
FOODS_1,CA,FOODS,d_1247,2014-06-28,"","",350,3.22410377358491
FOODS_1,CA,FOODS,d_1248,2014-06-29,Ramadan starts,Religious,307,3.22410377358491
FOODS_1,CA,FOODS,d_1249,2014-06-30,"","",264,3.22410377358491
FOODS_1,CA,FOODS,d_125,2011-06-02,"","",167,3.06459016393443
FOODS_1,CA,FOODS,d_1250,2014-07-01,"","",292,3.22410377358491
FOODS_1,CA,FOODS,d_1251,2014-07-02,"","",360,3.22410377358491
FOODS_1,CA,FOODS,d_1252,2014-07-03,"","",507,3.22410377358491
FOODS_1,CA,FOODS,d_1253,2014-07-04,IndependenceDay,National,342,3.22410377358491
FOODS_1,CA,FOODS,d_1254,2014-07-05,"","",371,3.22410377358491
FOODS_1,CA,FOODS,d_1255,2014-07-06,"","",323,3.22410377358491
FOODS_1,CA,FOODS,d_1256,2014-07-07,"","",255,3.22410377358491
FOODS_1,CA,FOODS,d_1257,2014-07-08,"","",305,3.22410377358491
FOODS_1,CA,FOODS,d_1258,2014-07-09,"","",292,3.22410377358491
FOODS_1,CA,FOODS,d_1259,2014-07-10,"","",329,3.22410377358491
FOODS_1,CA,FOODS,d_126,2011-06-03,"","",275,3.06459016393443
FOODS_1,CA,FOODS,d_1260,2014-07-11,"","",390,3.22410377358491
FOODS_1,CA,FOODS,d_1261,2014-07-12,"","",425,3.22410377358491
FOODS_1,CA,FOODS,d_1262,2014-07-13,"","",347,3.22410377358491
FOODS_1,CA,FOODS,d_1263,2014-07-14,"","",313,3.22410377358491
FOODS_1,CA,FOODS,d_1264,2014-07-15,"","",273,3.22410377358491
FOODS_1,CA,FOODS,d_1265,2014-07-16,"","",302,3.22410377358491
FOODS_1,CA,FOODS,d_1266,2014-07-17,"","",362,3.22410377358491
FOODS_1,CA,FOODS,d_1267,2014-07-18,"","",369,3.22410377358491
FOODS_1,CA,FOODS,d_1268,2014-07-19,"","",446,3.22410377358491
FOODS_1,CA,FOODS,d_1269,2014-07-20,"","",359,3.22410377358491
FOODS_1,CA,FOODS,d_127,2011-06-04,"","",224,3.06918032786885
FOODS_1,CA,FOODS,d_1270,2014-07-21,"","",326,3.22410377358491
FOODS_1,CA,FOODS,d_1271,2014-07-22,"","",303,3.22410377358491
FOODS_1,CA,FOODS,d_1272,2014-07-23,"","",335,3.22410377358491
FOODS_1,CA,FOODS,d_1273,2014-07-24,"","",371,3.22410377358491
FOODS_1,CA,FOODS,d_1274,2014-07-25,"","",325,3.22410377358491
FOODS_1,CA,FOODS,d_1275,2014-07-26,"","",360,3.22410377358491
FOODS_1,CA,FOODS,d_1276,2014-07-27,"","",387,3.22410377358491
FOODS_1,CA,FOODS,d_1277,2014-07-28,"","",274,3.22410377358491
FOODS_1,CA,FOODS,d_1278,2014-07-29,Eid al-Fitr,Religious,304,3.22410377358491
FOODS_1,CA,FOODS,d_1279,2014-07-30,"","",277,3.22410377358491
FOODS_1,CA,FOODS,d_128,2011-06-05,"","",235,3.06918032786885
FOODS_1,CA,FOODS,d_1280,2014-07-31,"","",310,3.22410377358491
FOODS_1,CA,FOODS,d_1281,2014-08-01,"","",396,3.22410377358491
FOODS_1,CA,FOODS,d_1282,2014-08-02,"","",394,3.22481132075472
FOODS_1,CA,FOODS,d_1283,2014-08-03,"","",436,3.22481132075472
FOODS_1,CA,FOODS,d_1284,2014-08-04,"","",349,3.22481132075472
FOODS_1,CA,FOODS,d_1285,2014-08-05,"","",342,3.22481132075472
FOODS_1,CA,FOODS,d_1286,2014-08-06,"","",314,3.22481132075472
FOODS_1,CA,FOODS,d_1287,2014-08-07,"","",303,3.22481132075472
FOODS_1,CA,FOODS,d_1288,2014-08-08,"","",397,3.22481132075472
FOODS_1,CA,FOODS,d_1289,2014-08-09,"","",475,3.22481132075472
FOODS_1,CA,FOODS,d_129,2011-06-06,"","",202,3.06918032786885
FOODS_1,CA,FOODS,d_1290,2014-08-10,"","",557,3.22481132075472
FOODS_1,CA,FOODS,d_1291,2014-08-11,"","",348,3.22481132075472
FOODS_1,CA,FOODS,d_1292,2014-08-12,"","",314,3.22481132075472
FOODS_1,CA,FOODS,d_1293,2014-08-13,"","",284,3.22481132075472
FOODS_1,CA,FOODS,d_1294,2014-08-14,"","",340,3.22481132075472
FOODS_1,CA,FOODS,d_1295,2014-08-15,"","",289,3.22481132075472
FOODS_1,CA,FOODS,d_1296,2014-08-16,"","",413,3.24915094339623
FOODS_1,CA,FOODS,d_1297,2014-08-17,"","",461,3.24915094339623
FOODS_1,CA,FOODS,d_1298,2014-08-18,"","",332,3.24915094339623
FOODS_1,CA,FOODS,d_1299,2014-08-19,"","",310,3.24915094339623
FOODS_1,CA,FOODS,d_13,2011-02-10,"","",242,3.01663551401869
FOODS_1,CA,FOODS,d_130,2011-06-07,"","",171,3.06918032786885
FOODS_1,CA,FOODS,d_1300,2014-08-20,"","",288,3.24915094339623
FOODS_1,CA,FOODS,d_1301,2014-08-21,"","",316,3.24915094339623
FOODS_1,CA,FOODS,d_1302,2014-08-22,"","",335,3.24915094339623
FOODS_1,CA,FOODS,d_1303,2014-08-23,"","",458,3.27042452830189
FOODS_1,CA,FOODS,d_1304,2014-08-24,"","",459,3.27042452830189
FOODS_1,CA,FOODS,d_1305,2014-08-25,"","",352,3.27042452830189
FOODS_1,CA,FOODS,d_1306,2014-08-26,"","",335,3.27042452830189
